  (0, 6)	0.5254727492640658
  (0, 15)	0.5254727492640658
  (0, 13)	0.41428875116588965
  (0, 11)	0.5254727492640658
  (1, 13)	0.22757825135981458
  (1, 3)	0.22757825135981458
  (1, 12)	0.45515650271962915
  (1, 19)	0.22757825135981458
  (1, 5)	0.22757825135981458
  (1, 1)	0.2886541550505813
  (1, 14)	0.2886541550505813
  (1, 9)	0.2886541550505813
  (1, 18)	0.2886541550505813
  (1, 0)	0.22757825135981458
  (1, 16)	0.18424420806172156
  (1, 8)	0.2886541550505813
  (1, 17)	0.2886541550505813
  (2, 3)	0.2902152953764255
  (2, 12)	0.580430590752851
  (2, 19)	0.2902152953764255
  (2, 5)	0.2902152953764255
  (2, 0)	0.2902152953764255
  (2, 16)	0.23495429349919794
  (2, 2)	0.36810130304230504
  (2, 7)	0.36810130304230504
  (3, 16)	0.3457831381910465
  (3, 20)	0.5417361046803605
  (3, 10)	0.5417361046803605
  (3, 4)	0.5417361046803605
